Incident Number,Date Reported,Date Occurred,Badge ID,Offense Classification,Offense Code Name,NIBRS Code,NIBRS Group,Was Offense Completed,LMPD Division,LMPD Beat,Location Category,Block Address,City,Zip Code,ObjectId
LMPD23129202,12/30/2023,12/30/2023,5429,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,Yes,2nd Division,223,Other Residence (Apartment/Condo),1200 BLOCK S 12TH ST,LOUISVILLE,40210,
LMPD23129351,12/30/2023,12/30/2023,5100,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,3rd Division,315,Other Residence (Apartment/Condo),100 BLOCK PARADISE LN,LOUISVILLE,40258,
LMPD23129106,12/30/2023,12/30/2023,5454,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,Yes,2nd Division,223,Residence/Home,3100 BLOCK W KENTUCKY ST,LOUISVILLE,40211,
LMPD23128872,12/29/2023,8/27/2023,8578,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,Yes,1st Division,112,Residence/Home,1900 BLOCK W MADISON ST,LOUISVILLE,40203,
LMPD23128746,12/29/2023,12/28/2023,8173,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,1st Division,111,Commercial/Office Building,2200 BLOCK NORTHWESTERN PKY,LOUISVILLE,40212,
LMPD23128748,12/29/2023,12/25/2023,8499,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,No,1st Division,123,Parking/ Drop Lot/ Garage,200 BLOCK W LIBERTY ST,LOUISVILLE,40202,
LMPD23128781,12/29/2023,12/22/2023,8142,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000 < $1,000,000 514.030 24098 23H",23H,A,Yes,1st Division,135,Parking/ Drop Lot/ Garage,500 BLOCK E BROADWAY,LOUISVILLE,40202,
LMPD23129074,12/29/2023,11/29/2023,5518,13 BURGLARY,BURGLARY - 1ST DEGREE 511.020 22060 220,220,A,Yes,1st Division,111,Residence/Home,2100 BLOCK ROWAN ST,LOUISVILLE,40212,
LMPD23128882,12/29/2023,12/29/2023,5574,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,4th Division,423,Rental Storage Facility,1500 BLOCK CRUMS LN,LOUISVILLE,40216,
LMPD23128923,12/29/2023,12/10/2023,5597,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $500 < $1,000 514.040(8)(a) 71285 23H",23H,A,Yes,4th Division,423,Residence/Home,1300 BLOCK LILLIAN AVE,LOUISVILLE,40208,
LMPD23128775,12/29/2023,12/29/2023,5586,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,Yes,6th Division,612,Residence/Home,5500 BLOCK INDIAN OAKS CIR,LOUISVILLE,40219,
LMPD23128909,12/29/2023,12/29/2023,5478,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,4th Division,423,Other Residence (Apartment/Condo),3300 BLOCK UTAH AVE,LOUISVILLE,40215,
LMPD23128936,12/29/2023,12/29/2023,5159,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,7th Division,724,Other Residence (Apartment/Condo),11600 BLOCK SUMMIT CREST DR,LOUISVILLE,40229,
LMPD23128756,12/29/2023,12/28/2023,8358,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,Yes,3rd Division,315,Residence/Home,5400 BLOCK BOLD VENTURE RD,LOUISVILLE,40272,
LMPD23129074,12/29/2023,11/29/2023,5518,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,1st Division,111,Residence/Home,2100 BLOCK ROWAN ST,LOUISVILLE,40212,
LMPD23128754,12/29/2023,12/27/2023,7975,23 THEFT OTHER,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE $500 < $1000 514.050(1)(a) 23474 23H,23H,A,Yes,3rd Division,323,Grocery/ Supermarket,100 BLOCK OUTER LOOP,LOUISVILLE,40214,
LMPD23128868,12/29/2023,12/26/2023,8578,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,Yes,1st Division,123,Bank/Savings and Loan,900 BLOCK W MARKET ST,LOUISVILLE,40202,
LMPD23128859,12/29/2023,6/13/2023,5536,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,4th Division,412,Residence/Home,800 BLOCK S JACKSON ST,LOUISVILLE,40203,
LMPD23129074,12/29/2023,11/29/2023,5518,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,1st Division,111,Residence/Home,2100 BLOCK ROWAN ST,LOUISVILLE,40212,
LMPD24000447,12/29/2023,12/29/2023,5365,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,1st Division,135,Other Residence (Apartment/Condo),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,
LMPD23128713,12/29/2023,12/29/2023,5586,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,6th Division,612,Residence/Home,1100 BLOCK W INDIAN TRL,LOUISVILLE,40213,
LMPD23128804,12/29/2023,12/13/2023,8373,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,6th Division,611,Parking/ Drop Lot/ Garage,700 BLOCK LOCUST LN,LOUISVILLE,40217,
LMPD23129058,12/29/2023,12/29/2023,5504,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,7th Division,736,Commercial/Office Building,9300 BLOCK BLUE LICK RD,LOUISVILLE,40229,
LMPD23128762,12/29/2023,12/29/2023,7221,9 AGGRAVATED ASSAULT,ASSAULT - 1ST DEGREE 508.010 13150 13A,13A,A,Yes,2nd Division,NULL,Residence/Home,1200 BLOCK W HILL STREET,LOUISVILLE,40210,
LMPD23128840,12/29/2023,12/26/2023,8578,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,6th Division,625,Parking/ Drop Lot/ Garage,0 BLOCK AUTOCENTER DR,FOREST HILLS,40299,
LMPD23128750,12/29/2023,12/29/2023,5019,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,6th Division,613,Residence/Home,5000 BLOCK DELAWARE DR,LOUISVILLE,40218,
LMPD23128827,12/29/2023,5/31/2023,7340,14 AUTO THEFT,TBUT OR DISP AUTO 514.030 24110 240,240,A,Yes,1st Division,111,Highway/ Road/ Alley/ Street/ Sidewalk,2200 BLOCK DUNCAN ST,LOUISVILLE,40212,
LMPD23128736,12/29/2023,12/29/2023,5250,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,1st Division,112,Residence/Home,2300 BLOCK CEDAR ST,LOUISVILLE,40212,
LMPD23128755,12/29/2023,12/28/2023,8142,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,No,6th Division,611,Park/ Playground,1100 BLOCK TREVILIAN WAY,LOUISVILLE,40213,
LMPD23129063,12/29/2023,12/29/2023,6807,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE 508.020 13160 13A,13A,A,Yes,7th Division,723,Bar/Nightclub,7600 BLOCK OUTER LOOP,LOUISVILLE,40228,
LMPD23128797,12/29/2023,12/29/2023,5587,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,5th Division,521,Residence/Home,1700 BLOCK MELLWOOD AVE,LOUISVILLE,40206,
LMPD23128764,12/29/2023,12/08/2023,8358,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD $500 < $1000 434.650(1)(B)(1) 71202 26B,26B,A,Yes,3rd Division,323,Residence/Home,800 BLOCK AUBURN OAKS DR,LOUISVILLE,40214,
LMPD23128698,12/29/2023,12/28/2023,8142,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,4th Division,436,Highway/ Road/ Alley/ Street/ Sidewalk,400 BLOCK W KINGSTON AVE,LOUISVILLE,40214,
LMPD23128913,12/29/2023,12/29/2023,5328,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,6th Division,613,Other Residence (Apartment/Condo),2000 BLOCK PEABODY LN,LOUISVILLE,40218,
LMPD23128859,12/29/2023,6/13/2023,5536,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,4th Division,412,Residence/Home,800 BLOCK S JACKSON ST,LOUISVILLE,40203,
LMPD23128730,12/29/2023,12/28/2023,8373,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,7th Division,735,Other/Unknown,8000 BLOCK SHEPHERDSVILLE RD,LOUISVILLE,40219,
LMPD23128786,12/29/2023,12/29/2023,5272,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,2nd Division,212,Residence/Home,700 BLOCK CECIL AVE,LOUISVILLE,40211,
LMPD23128896,12/29/2023,12/29/2023,5250,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,1st Division,112,Residence/Home,2300 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,40212,
LMPD23128729,12/29/2023,12/28/2023,8499,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,Yes,6th Division,625,Parking/ Drop Lot/ Garage,9400 BLOCK DORAL CT,LOUISVILLE,40220,
LMPD23128771,12/29/2023,12/26/2023,8373,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,Yes,5th Division,525,Residence/Home,200 BLOCK OXFORD PL,LOUISVILLE,40207,
LMPD23128687,12/29/2023,12/29/2023,5464,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,423,Residence/Home,1200 BLOCK SALE AVE,LOUISVILLE,40215,
LMPD23128843,12/29/2023,12/29/2023,7735,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE 508.020 13160 13A,13A,A,Yes,4th Division,412,Highway/ Road/ Alley/ Street/ Sidewalk,S BROOK ST / E COLLEGE ST,LOUISVILLE,40203,
LMPD23128689,12/29/2023,12/29/2023,5594,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED 218A.1415 42201 35A,35A,A,Yes,3rd Division,331,Highway/ Road/ Alley/ Street/ Sidewalk,6100 BLOCK GREENWOOD RD,LOUISVILLE,40258,
LMPD23129048,12/29/2023,12/29/2023,5367,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,1st Division,135,Other Residence (Apartment/Condo),800 BLOCK E CHESTNUT ST,LOUISVILLE,40204,
LMPD23128889,12/29/2023,12/29/2023,5468,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,1st Division,123,Other Residence (Apartment/Condo),400 BLOCK S 8TH ST,LOUISVILLE,40203,
LMPD23128725,12/29/2023,12/29/2023,7560,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE 508.020 13161 13A,13A,A,Yes,8th Division,815,Other Residence (Apartment/Condo),7400 BLOCK STEEPLECREST CIR,LOUISVILLE,40222,
LMPD23128761,12/29/2023,12/25/2023,8499,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,3rd Division,323,Parking/ Drop Lot/ Garage,100 BLOCK OUTER LOOP,LOUISVILLE,40214,
LMPD23128912,12/29/2023,12/29/2023,5314,11 SIMPLE ASSAULT,ENDANGERING THE WELFARE OF A MINOR 530.060 02002 90F,90F,B,Yes,7th Division,736,Parking/ Drop Lot/ Garage,8400 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD23128829,12/29/2023,12/28/2023,8578,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,4th Division,412,Other Residence (Apartment/Condo),1000 BLOCK ST PAUL CT,LOUISVILLE,40203,
LMPD23129013,12/29/2023,12/29/2023,8249,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,No,7th Division,724,Parking/ Drop Lot/ Garage,100 BLOCK LANA CT,LOUISVILLE,40229,
LMPD23129027,12/29/2023,12/29/2023,5438,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,3rd Division,315,Residence/Home,8400 BLOCK MANSON WAY,LOUISVILLE,40258,
LMPD23129150,12/29/2023,12/29/2023,8584,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,5th Division,513,Residence/Home,1700 BLOCK SULGRAVE RD,LOUISVILLE,40205,
LMPD24001588,12/29/2023,12/29/2023,5321,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,3rd Division,331,Bank/Savings and Loan,4700 BLOCK DIXIE HWY,LOUISVILLE,40216,
LMPD23128963,12/29/2023,12/29/2023,7861,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,3rd Division,316,Other Residence (Apartment/Condo),12600 BLOCK E ORELL RD,LOUISVILLE,40272,
LMPD23128713,12/29/2023,12/29/2023,5586,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,6th Division,612,Residence/Home,1100 BLOCK W INDIAN TRL,LOUISVILLE,40213,
LMPD23128793,12/29/2023,12/29/2023,5335,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,1st Division,112,Other Residence (Apartment/Condo),2800 BLOCK W JEFFERSON ST,LOUISVILLE,40212,
LMPD23128701,12/29/2023,12/28/2023,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,4th Division,411,Highway/ Road/ Alley/ Street/ Sidewalk,500 BLOCK PARK AVE,LOUISVILLE,40208,
LMPD23128786,12/29/2023,12/29/2023,5272,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,2nd Division,212,Residence/Home,700 BLOCK CECIL AVE,LOUISVILLE,40211,
LMPD23128702,12/29/2023,12/28/2023,8142,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,7th Division,711,Parking/ Drop Lot/ Garage,9800 BLOCK RIDGESIDE DR,LOUISVILLE,40291,
LMPD23128772,12/29/2023,12/29/2023,8499,22 THEFT MV PARTS,"TBUT PARTS FROM VEHICLE $1,000 < $10,000 514.030 24242 23G",23G,A,Yes,1st Division,123,Highway/ Road/ Alley/ Street/ Sidewalk,S 5TH ST & W BROADWAY,LOUISVILLE,40203,
LMPD23128844,12/29/2023,12/28/2023,8560,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,No,7th Division,711,Residence/Home,9500 BLOCK RIDGESIDE DR,LOUISVILLE,40291,
LMPD23129045,12/29/2023,12/29/2023,5499,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,2nd Division,225,Highway/ Road/ Alley/ Street/ Sidewalk,NULL,LOUISVILLE,40210,
LMPD23128928,12/29/2023,12/29/2023,5223,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096 23H",23H,A,Yes,3rd Division,322,Construction Site,200 BLOCK STEEDLY DR,LOUISVILLE,40214,
LMPD23128709,12/29/2023,12/28/2023,8358,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,No,2nd Division,211,Residence/Home,4300 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,40212,
LMPD23128991,12/29/2023,12/29/2023,5427,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,334,Residence/Home,4100 BLOCK GLEN HILL MANOR DR,LOUISVILLE,40272,
LMPD23129318,12/29/2023,12/29/2023,8173,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,1st Division,135,Other Residence (Apartment/Condo),600 BLOCK MARSHALL ST,LOUISVILLE,40202,
LMPD23129058,12/29/2023,12/29/2023,5504,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,7th Division,736,Commercial/Office Building,9300 BLOCK BLUE LICK RD,LOUISVILLE,40229,
LMPD23128708,12/29/2023,12/28/2023,8142,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,Yes,6th Division,625,Other Residence (Apartment/Condo),3100 BLOCK CHURCHILL PL,LOUISVILLE,40220,
LMPD23129059,12/29/2023,12/29/2023,5547,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,5th Division,513,Commercial/Office Building,1500 BLOCK BARDSTOWN RD,LOUISVILLE,40205,
LMPD23128977,12/29/2023,12/29/2023,7154,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,2nd Division,234,Residence/Home,2600 BLOCK OLIVE ST,LOUISVILLE,40210,
LMPD23128908,12/29/2023,12/29/2023,5358,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,4th Division,412,Other Residence (Apartment/Condo),700 BLOCK RAYMOND KENT CT,LOUISVILLE,40217,
LMPD23128986,12/29/2023,12/29/2023,5195,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,Yes,5th Division,513,Residence/Home,2000 BLOCK SPEED AVE,LOUISVILLE,40205,
LMPD23129073,12/29/2023,12/29/2023,7496,34 NARCOTICS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE) 218.1415 42215 35A,35A,A,Yes,4th Division,423,Highway/ Road/ Alley/ Street/ Sidewalk,TAYLOR BLVD / BEECHER ST,LOUISVILLE,40215,
LMPD23128988,12/29/2023,12/29/2023,5489,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,4th Division,412,Other Residence (Apartment/Condo),0 BLOCK REESER PL,LOUISVILLE,40208,
LMPD24900027,12/29/2023,12/29/2023,8185,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,Yes,5th Division,521,Residence/Home,700 BLOCK HIGHWOOD DR,LOUISVILLE,40206,
LMPD23128696,12/29/2023,12/29/2023,5405,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,7th Division,711,Residence/Home,5200 BLOCK OAKLAWN PARK DR,LOUISVILLE,40299,
LMPD24000535,12/29/2023,12/29/2023,7202,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,3rd Division,323,Rental Storage Facility,100 BLOCK OUTER LOOP,LOUISVILLE,40214,
LMPD23128849,12/29/2023,12/29/2023,7347,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,1st Division,135,Drug Store/Doctor's Office/Hospital,200 BLOCK E GRAY ST,LOUISVILLE,40202,
LMPD23128716,12/29/2023,12/26/2023,8499,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,6th Division,625,Residence/Home,3300 BLOCK BRECKENRIDGE LN,LOUISVILLE,40220,
LMPD23129052,12/29/2023,12/29/2023,5506,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,4th Division,412,Bar/Nightclub,1000 BLOCK E OAK ST,LOUISVILLE,40204,
LMPD23128881,12/29/2023,12/29/2023,7799,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,Yes,7th Division,724,Residence/Home,4000 BLOCK NEAGLI CT,LOUISVILLE,40229,
LMPD23128899,12/29/2023,12/29/2023,5579,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,4th Division,436,Other Residence (Apartment/Condo),200 BLOCK DOUGLAS PARK,LOUISVILLE,40214,
LMPD23128995,12/29/2023,12/29/2023,5373,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,4th Division,412,Highway/ Road/ Alley/ Street/ Sidewalk,1600 BLOCK ARTHUR ST,LOUISVILLE,40208,
LMPD23128800,12/29/2023,12/29/2023,8358,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,Yes,7th Division,735,Parking/ Drop Lot/ Garage,4800 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128910,12/29/2023,12/29/2023,5448,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,Yes,1st Division,111,Convenience Store,2400 BLOCK W MARKET ST,LOUISVILLE,40212,
LMPD23129386,12/29/2023,12/29/2023,5395,13 BURGLARY,BURGLARY - 1ST DEGREE 511.020 22060 220,220,A,Yes,3rd Division,323,Residence/Home,10400 BLOCK W MANSLICK RD,LOUISVILLE,40118,
LMPD23128707,12/29/2023,12/29/2023,8373,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,3rd Division,315,Residence/Home,7500 BLOCK CANE RUN RD,LOUISVILLE,40258,
LMPD23128938,12/29/2023,12/29/2023,5519,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,2nd Division,223,Residence/Home,3100 BLOCK VIRGINIA AVE,LOUISVILLE,40211,
LMPD23128888,12/29/2023,12/29/2023,5561,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY) 508.030 00795 13B,13B,A,Yes,7th Division,724,Residence/Home,4000 BLOCK NEAGLI CT,LOUISVILLE,40229,
LMPD23128689,12/29/2023,12/29/2023,5594,34 NARCOTICS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE) 218.1415 42215 35A,35A,A,Yes,3rd Division,331,Highway/ Road/ Alley/ Street/ Sidewalk,6100 BLOCK GREENWOOD RD,LOUISVILLE,40258,
LMPD23128782,12/29/2023,12/28/2023,5590,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,1st Division,123,Hotel/ Motel/ Etc.,200 BLOCK W JEFFERSON ST,LOUISVILLE,40202,
LMPD23128713,12/29/2023,12/29/2023,5586,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,6th Division,612,Residence/Home,1100 BLOCK W INDIAN TRL,LOUISVILLE,40213,
LMPD23128812,12/29/2023,12/28/2023,8358,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,7th Division,711,Residence/Home,6900 BLOCK BLACKHORSE DR,LOUISVILLE,40291,
LMPD23128857,12/29/2023,12/29/2023,5100,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,315,Residence/Home,6100 BLOCK GOALBY DR,LOUISVILLE,40258,
LMPD23129143,12/29/2023,12/29/2023,7100,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,7th Division,735,Grocery/ Supermarket,4500 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128686,12/29/2023,12/29/2023,5517,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,1st Division,135,Residence/Home,800 BLOCK E CHESTNUT ST,LOUISVILLE,40204,
LMPD23128693,12/29/2023,12/29/2023,8249,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,4th Division,436,Highway/ Road/ Alley/ Street/ Sidewalk,1000 BLOCK BLUEGRASS AVE,LOUISVILLE,40215,
LMPD23128774,12/29/2023,12/29/2023,2346,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,8th Division,824,Residence/Home,12400 BLOCK PARK FIELD RD,LOUISVILLE,40223,
LMPD23129070,12/29/2023,12/29/2023,7312,NULL,CRIMINAL MISCHIEF - RESIDENTIAL RENTAL PROPERTY 3RD 512.040 01420 290,290,A,Yes,2nd Division,234,Residence/Home,2300 BLOCK PLANTATION DR,LOUISVILLE,40216,
LMPD23128999,12/29/2023,12/29/2023,5456,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,6th Division,612,Residence/Home,4200 BLOCK NORENE LN,LOUISVILLE,40219,
LMPD23128736,12/29/2023,12/29/2023,5250,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,No,1st Division,112,Residence/Home,2300 BLOCK CEDAR ST,LOUISVILLE,40212,
LMPD23128871,12/29/2023,12/29/2023,5590,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,Yes,1st Division,123,Other Residence (Apartment/Condo),500 BLOCK S 8TH ST,LOUISVILLE,40203,
LMPD23129122,12/29/2023,12/29/2023,5585,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,3rd Division,323,Residence/Home,400 BLOCK ECHAPPE LN,LOUISVILLE,40118,
LMPD24000412,12/29/2023,12/29/2023,5209,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,3rd Division,323,Daycare Facility,10500 BLOCK NATIONAL TPKE,LOUISVILLE,40118,
